base_name,mean,min,max,mode,std_dev,var,range,mean_dev,q1,q2,q3,iqr,label
synth_kmp_256_0.8_1.9.csv,34107.672,30367.8,98938.2,30658.75,13378.435139616076,178982526.78491423,68570.4,5793.835839999999,30562.4,30658.75,30951.525,389.125,real_time
synth_kmp_512_0.2_0.3.csv,32482.655999999995,30308.0,86952.4,30587.35,8274.074867063964,68460314.90577957,56644.399999999994,3352.2105599999963,30479.425,30587.35,30750.45,271.02500000000146,real_time
synth_kmp_512_0.2_1.1.csv,30936.082000000002,28521.9,84360.4,29311.25,8001.509656198686,64024156.778240815,55838.49999999999,3028.140320000002,29098.475,29311.25,29597.15,498.6750000000029,real_time
synth_kmp_512_0.2_1.9.csv,28531.974000000002,26612.6,71371.2,26879.550000000003,6605.684375729677,43635066.07175918,44758.6,2745.8643200000015,26767.4,26879.550000000003,27257.775,490.375,real_time
synth_kmp_512_0.5_0.3.csv,32103.508,29935.0,79829.5,30286.0,7277.588823309487,52963299.081159174,49894.5,2969.745760000001,30176.85,30286.0,30832.675000000003,655.8250000000044,real_time
synth_kmp_512_0.5_1.1.csv,38376.196,27692.5,509323.0,27908.5,68033.36342344778,4628538538.706923,481630.5,19188.780480000005,27821.775,27908.5,28068.975000000002,247.20000000000073,real_time
synth_kmp_512_0.5_1.9.csv,34067.452,29912.9,133489.0,30288.699999999997,15733.91977898472,247556231.6115266,103576.1,6478.917439999998,30148.1,30288.699999999997,30512.375,364.27500000000146,real_time
synth_kmp_512_0.8_0.3.csv,28187.276,26123.6,74636.3,26409.15,7310.944812181199,53449914.046759196,48512.700000000004,3055.7777600000013,26291.575,26409.15,26580.4,288.8250000000007,real_time
synth_kmp_512_0.8_1.1.csv,29948.676,27916.7,74679.0,28110.05,7346.070922402211,53964757.99696328,46762.3,3187.9617599999997,28008.15,28110.05,28271.225,263.0749999999971,real_time
synth_kmp_512_0.8_1.9.csv,30003.034000000003,27969.9,72392.1,28236.15,6949.35076854886,48293476.10433064,44422.200000000004,2971.307840000003,28175.0,28236.15,28428.275,253.27500000000146,real_time
synth_kmp_1000_0.2_0.3.csv,29996.202,27510.7,76314.3,27869.25,7796.30415202051,60782358.43081224,48803.600000000006,3587.003440000001,27787.4,27869.25,28113.7,326.2999999999993,real_time
synth_kmp_1000_0.2_1.1.csv,28603.791999999998,26345.7,69187.8,26932.85,6813.55355613968,46424512.06238368,42842.100000000006,3053.9342399999987,26610.399999999998,26932.85,27094.4,484.00000000000364,real_time
synth_kmp_1000_0.2_1.9.csv,30435.524000000005,28311.2,82674.2,28585.4,7989.645788234484,63834439.82145303,54363.0,3087.376320000003,28415.625,28585.4,28883.1,467.47499999999854,real_time
synth_kmp_1000_0.5_0.3.csv,34473.456,29313.6,162977.0,29583.449999999997,20727.888223093178,429645350.1890449,133663.4,8118.663039999999,29520.274999999998,29583.449999999997,30204.025,683.7500000000036,real_time
synth_kmp_1000_0.5_1.1.csv,29969.144000000004,27620.3,86696.0,27911.35,8638.347624641354,74621049.68414693,59075.7,3418.751680000003,27822.95,27911.35,28315.725,492.7749999999978,real_time
synth_kmp_1000_0.5_1.9.csv,33279.266,30655.1,94789.1,30980.2,9393.636429000697,88240405.36024897,64134.00000000001,3766.4428800000023,30858.325,30980.2,31285.0,426.6749999999993,real_time
synth_kmp_1000_0.8_0.3.csv,33280.24399999999,30465.3,88882.8,31118.9,8616.682619699808,74247219.36863676,58417.5,3626.009919999994,30829.800000000003,31118.9,31572.325,742.5249999999978,real_time
synth_kmp_1000_0.8_1.1.csv,28028.058000000005,25999.3,61388.6,26214.5,5734.6588883872755,32886312.566159185,35389.3,3015.353440000003,26141.975,26214.5,26329.55,187.57500000000073,real_time
synth_kmp_1000_0.8_1.9.csv,30239.838,28114.8,61927.2,28475.35,5455.367901392805,29761038.93954694,33812.399999999994,2769.5023199999996,28297.75,28475.35,29061.95,764.2000000000007,real_time
synth_kmp_2000_0.2_0.3.csv,31400.492000000002,29343.6,66585.6,29615.75,5961.319684084479,35537332.37585308,37242.00000000001,2959.134560000002,29481.6,29615.75,29818.85,337.25,real_time
synth_kmp_2000_0.2_1.1.csv,31743.298,29477.3,61649.1,30034.85,5414.655431307872,29318493.439791836,32171.8,2971.416639999999,29712.425000000003,30034.85,30385.875,673.4499999999971,real_time
synth_kmp_2000_0.2_1.9.csv,33093.045999999995,30628.4,65191.3,30955.5,5939.729555143818,35280387.188248985,34562.9,3441.105599999997,30811.175,30955.5,31406.375,595.2000000000007,real_time
synth_kmp_2000_0.5_0.3.csv,31087.203999999998,28986.6,60531.1,29192.35,5433.67084473869,29524778.84896327,31544.5,2988.7025599999984,29128.975000000002,29192.35,29627.625,498.6499999999978,real_time
synth_kmp_2000_0.5_1.1.csv,29607.23,26127.4,83248.4,26487.95,9509.489500992668,90430390.56948979,57120.99999999999,4999.168,26382.925,26487.95,26820.225,437.2999999999993,real_time
synth_kmp_2000_0.5_1.9.csv,32997.545999999995,30477.9,64594.0,30837.35,6368.8156209740655,40561812.413963266,34116.1,3564.1612799999966,30739.075,30837.35,31009.350000000002,270.27500000000146,real_time
synth_kmp_2000_0.8_0.3.csv,29398.167999999998,26823.7,56490.3,27608.3,5675.473477701924,32210999.196097966,29666.600000000002,3165.7795199999987,27168.550000000003,27608.3,27991.325,822.7749999999978,real_time
synth_kmp_2000_0.8_1.1.csv,31189.652000000006,28685.4,60296.7,28924.800000000003,6239.688208171945,38933708.93520001,31611.299999999996,3606.3232000000035,28795.275,28924.800000000003,29432.149999999998,636.8749999999964,real_time
synth_kmp_2000_0.8_1.9.csv,34075.242,31296.8,64950.3,31687.95,6326.315782606905,40022271.381261215,33653.5,3745.595199999999,31499.275,31687.95,32162.6,663.3249999999971,real_time
