length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
64,0.200000,0.300000,0.046875,1.254120,109.0,6644.87,6642.05,us,6411270.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.200000,1.100000,0.046875,1.268956,110.0,6355.57,6355.23,us,6639700.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.200000,1.900000,0.312500,1.886960,89.0,6261.01,6256.7,us,8335610.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.500000,0.300000,0.531250,1.799483,110.0,5891.73,5891.3,us,7162570.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.500000,1.100000,0.437500,1.796125,111.0,5758.06,5757.56,us,7262920.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.500000,1.900000,0.468750,1.985835,107.0,6294.76,6294.02,us,6892240.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.800000,0.300000,0.937500,1.313437,101.0,5551.01,5550.71,us,8279470.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.800000,1.100000,0.937500,1.318721,111.0,5821.01,5820.53,us,7184340.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.800000,1.900000,0.765625,1.782737,106.0,5678.25,5677.77,us,7712380.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
128,0.200000,0.300000,0.117188,1.466514,,,,,,,,True,Pattern too long for Bit-Parallel (>64),,,,,,,
128,0.200000,1.100000,0.117188,1.484135,,,,,,,,True,Pattern too long for Bit-Parallel (>64),,,,,,,
128,0.200000,1.900000,0.234375,1.778752,,,,,,,,True,Pattern too long for Bit-Parallel (>64),,,,,,,
128,0.500000,0.300000,0.570312,1.901389,,,,,,,,True,Pattern too long for Bit-Parallel (>64),,,,,,,
128,0.500000,1.100000,0.453125,1.884144,,,,,,,,True,Pattern too long for Bit-Parallel (>64),,,,,,,
