2025-12-02T00:49:29+00:00
Running ./benchmark_runner
Run on (8 X 3700 MHz CPU s)
CPU Caches:
  L1 Data 48 KiB (x4)
  L1 Instruction 32 KiB (x4)
  L2 Unified 1280 KiB (x4)
  L3 Unified 10240 KiB (x1)
Load Average: 5.56, 3.06, 2.29
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"AllocatedMemory_Bytes","BadCharTable_Bytes","ComparisonsPerChar","Matches","PatternLength","ReverseComplement_Bytes","TotalComparisons"
"len64_GC0.200000_E0.300000_obsGC0.046875_obsE1.254120_#0/BoyerMoore",122,5901.3,5846.08,us,6.50801e+06,,,,,2112,2048,0.211799,0,64,64,983096
"len64_GC0.200000_E1.100000_obsGC0.046875_obsE1.268956_#0/BoyerMoore",52,12781.3,12534.3,us,7.12145e+06,,,,,2112,2048,0.480361,0,64,64,2.22967e+06
"len64_GC0.200000_E1.900000_obsGC0.312500_obsE1.886960_#0/BoyerMoore",30,23063,22307.8,us,6.93576e+06,,,,,2112,2048,0.87315,0,64,64,4.05286e+06
"len64_GC0.500000_E0.300000_obsGC0.531250_obsE1.799483_#0/BoyerMoore",54,13015.2,12685.5,us,6.77596e+06,,,,,2112,2048,0.47619,0,64,64,2.21031e+06
"len64_GC0.500000_E1.100000_obsGC0.437500_obsE1.796125_#0/BoyerMoore",39,18389.5,17868.1,us,6.66086e+06,,,,,2112,2048,0.674536,0,64,64,3.13096e+06
"len64_GC0.500000_E1.900000_obsGC0.468750_obsE1.985835_#0/BoyerMoore",35,20427.4,20359.4,us,6.51389e+06,,,,,2112,2048,0.74758,0,64,64,3.47001e+06
"len64_GC0.800000_E0.300000_obsGC0.937500_obsE1.313437_#0/BoyerMoore",87,8211.08,8190.96,us,6.51356e+06,,,,,2112,2048,0.311357,0,64,64,1.44521e+06
"len64_GC0.800000_E1.100000_obsGC0.937500_obsE1.318721_#0/BoyerMoore",58,11969.5,11929.1,us,6.70866e+06,,,,,2112,2048,0.440842,0,64,64,2.04624e+06
"len64_GC0.800000_E1.900000_obsGC0.765625_obsE1.782737_#0/BoyerMoore",46,15551.2,15486,us,6.51593e+06,,,,,2112,2048,0.581772,0,64,64,2.70038e+06
"len128_GC0.200000_E0.300000_obsGC0.117188_obsE1.466514_#0/BoyerMoore",66,10949.5,10872.8,us,6.46824e+06,,,,,2176,2048,0.418063,0,128,128,1.9405e+06
"len128_GC0.200000_E1.100000_obsGC0.117188_obsE1.484135_#0/BoyerMoore",52,12747.3,12732.8,us,7.01047e+06,,,,,2176,2048,0.48183,0,128,128,2.23649e+06
"len128_GC0.200000_E1.900000_obsGC0.234375_obsE1.778752_#0/BoyerMoore",47,13739.1,13694.5,us,7.21157e+06,,,,,2176,2048,0.520169,0,128,128,2.41444e+06
"len128_GC0.500000_E0.300000_obsGC0.570312_obsE1.901389_#0/BoyerMoore",28,24512,24195.9,us,6.8513e+06,,,,,2176,2048,0.884163,0,128,128,4.10398e+06
"len128_GC0.500000_E1.100000_obsGC0.453125_obsE1.884144_#0/BoyerMoore",41,17182.7,16945.7,us,6.68079e+06,,,,,2176,2048,0.620285,0,128,128,2.87915e+06
"len128_GC0.500000_E1.900000_obsGC0.531250_obsE1.992467_#0/BoyerMoore",36,19238.9,18878.6,us,6.82969e+06,,,,,2176,2048,0.737462,0,128,128,3.42304e+06
"len128_GC0.800000_E0.300000_obsGC0.898438_obsE1.467590_#0/BoyerMoore",49,14677.1,14418.7,us,6.56976e+06,,,,,2176,2048,0.531115,0,128,128,2.46525e+06
"len128_GC0.800000_E1.100000_obsGC0.898438_obsE1.428331_#0/BoyerMoore",136,5038.06,4997.39,us,6.82953e+06,,,,,2176,2048,0.195317,0,128,128,906594
"len128_GC0.800000_E1.900000_obsGC0.781250_obsE1.756171_#0/BoyerMoore",35,20337.9,19994,us,6.63293e+06,,,,,2176,2048,0.755914,0,128,128,3.50869e+06
"len256_GC0.200000_E0.300000_obsGC0.128906_obsE1.525262_#0/BoyerMoore",79,8990.29,8846.37,us,6.64172e+06,,,,,2304,2048,0.335112,0,256,256,1.55548e+06
"len256_GC0.200000_E1.100000_obsGC0.113281_obsE1.509625_#0/BoyerMoore",140,5001.26,4974.02,us,6.66556e+06,,,,,2304,2048,0.185637,0,256,256,861663
"len256_GC0.200000_E1.900000_obsGC0.242188_obsE1.798427_#0/BoyerMoore",47,14896.2,14655.2,us,6.7388e+06,,,,,2304,2048,0.574335,0,256,256,2.66586e+06
"len256_GC0.500000_E0.300000_obsGC0.492188_obsE1.965017_#0/BoyerMoore",49,14336.2,14044.7,us,6.74473e+06,,,,,2304,2048,0.520789,0,256,256,2.41732e+06
"len256_GC0.500000_E1.100000_obsGC0.503906_obsE1.954405_#0/BoyerMoore",41,18894.6,18712.9,us,6.04989e+06,,,,,2304,2048,0.656419,0,256,256,3.04687e+06
"len256_GC0.500000_E1.900000_obsGC0.460938_obsE1.992467_#0/BoyerMoore",23,30315.1,29949,us,6.73848e+06,,,,,2304,2048,0.850135,0,256,256,3.94603e+06
"len256_GC0.800000_E0.300000_obsGC0.863281_obsE1.571812_#0/BoyerMoore",39,18067,17884.4,us,6.65478e+06,,,,,2304,2048,0.528897,0,256,256,2.45496e+06
"len256_GC0.800000_E1.100000_obsGC0.875000_obsE1.528614_#0/BoyerMoore",47,15166.8,14905.1,us,6.6258e+06,,,,,2304,2048,0.418345,0,256,256,1.94181e+06
"len256_GC0.800000_E1.900000_obsGC0.738281_obsE1.828935_#0/BoyerMoore",43,16207.1,15946.6,us,6.76918e+06,,,,,2304,2048,0.441773,0,256,256,2.05056e+06
"len512_GC0.200000_E0.300000_obsGC0.152344_obsE1.611668_#0/BoyerMoore",60,11889.5,11776.4,us,6.56915e+06,,,,,2560,2048,0.331337,0,512,512,1.53795e+06
"len512_GC0.200000_E1.100000_obsGC0.148438_obsE1.603163_#0/BoyerMoore",58,12667.4,12590.3,us,6.35636e+06,,,,,2560,2048,0.34461,0,512,512,1.59956e+06
"len512_GC0.200000_E1.900000_obsGC0.232422_obsE1.781338_#0/BoyerMoore",62,11111,10986.4,us,6.81437e+06,,,,,2560,2048,0.325785,0,512,512,1.51218e+06
"len512_GC0.500000_E0.300000_obsGC0.572266_obsE1.976095_#0/BoyerMoore",32,20993.5,20890.3,us,6.94348e+06,,,,,2560,2048,0.626755,0,512,512,2.90918e+06
"len512_GC0.500000_E1.100000_obsGC0.562500_obsE1.983277_#0/BoyerMoore",22,32481.6,32412.6,us,6.50933e+06,,,,,2560,2048,1.00377,0,512,512,4.65916e+06
"len512_GC0.500000_E1.900000_obsGC0.511719_obsE1.998626_#0/BoyerMoore",35,20315.2,20176.2,us,6.57303e+06,,,,,2560,2048,0.612968,0,512,512,2.84518e+06
"len512_GC0.800000_E0.300000_obsGC0.857422_obsE1.590210_#0/BoyerMoore",20,34079.4,33810.5,us,6.86422e+06,,,,,2560,2048,1.0622,0,512,512,4.93036e+06
"len512_GC0.800000_E1.100000_obsGC0.853516_obsE1.599118_#0/BoyerMoore",36,19172.7,18894.1,us,6.82408e+06,,,,,2560,2048,0.567323,0,512,512,2.63331e+06
"len512_GC0.800000_E1.900000_obsGC0.783203_obsE1.753650_#0/BoyerMoore",32,22523.2,22327.7,us,6.49649e+06,,,,,2560,2048,0.688368,0,512,512,3.19516e+06
"len1000_GC0.200000_E0.300000_obsGC0.164000_obsE1.640311_#0/BoyerMoore",68,10345.3,10297.3,us,6.62889e+06,,,,,3048,2048,0.309589,0,1000,1000,1.43701e+06
"len1000_GC0.200000_E1.100000_obsGC0.164000_obsE1.638732_#0/BoyerMoore",52,13044.3,12962.1,us,6.88642e+06,,,,,3048,2048,0.40504,0,1000,1000,1.88006e+06
"len1000_GC0.200000_E1.900000_obsGC0.221000_obsE1.758635_#0/BoyerMoore",26,27204.3,26935.7,us,6.62783e+06,,,,,3048,2048,0.827855,0,1000,1000,3.84261e+06
"len1000_GC0.500000_E0.300000_obsGC0.516000_obsE1.985681_#0/BoyerMoore",29,24654.6,24430,us,6.55167e+06,,,,,3048,2048,0.721604,0,1000,1000,3.34943e+06
"len1000_GC0.500000_E1.100000_obsGC0.565000_obsE1.985172_#0/BoyerMoore",26,26897.6,26633.2,us,6.70311e+06,,,,,3048,2048,0.808006,0,1000,1000,3.75048e+06
"len1000_GC0.500000_E1.900000_obsGC0.489000_obsE1.997610_#0/BoyerMoore",30,23695.5,23338.7,us,6.62941e+06,,,,,3048,2048,0.683343,0,1000,1000,3.17184e+06
"len1000_GC0.800000_E0.300000_obsGC0.844000_obsE1.622990_#0/BoyerMoore",42,16688.9,16586.3,us,6.66305e+06,,,,,3048,2048,0.49358,0,1000,1000,2.29103e+06
"len1000_GC0.800000_E1.100000_obsGC0.836000_obsE1.641368_#0/BoyerMoore",43,16539.6,16443.7,us,6.56456e+06,,,,,3048,2048,0.479445,0,1000,1000,2.22542e+06
"len1000_GC0.800000_E1.900000_obsGC0.781000_obsE1.756623_#0/BoyerMoore",32,21579.8,21387.5,us,6.78206e+06,,,,,3048,2048,0.623322,0,1000,1000,2.89324e+06
"len2000_GC0.200000_E0.300000_obsGC0.178500_obsE1.674733_#0/BoyerMoore",57,12612.7,12458.9,us,6.53608e+06,,,,,4048,2048,0.362042,0,2000,2000,1.68047e+06
"len2000_GC0.200000_E1.100000_obsGC0.177500_obsE1.673787_#0/BoyerMoore",47,14583.7,14502.5,us,6.80976e+06,,,,,4048,2048,0.417176,0,2000,2000,1.93639e+06
"len2000_GC0.200000_E1.900000_obsGC0.221000_obsE1.761426_#0/BoyerMoore",46,15363.2,15182.1,us,6.64633e+06,,,,,4048,2048,0.44006,0,2000,2000,2.04261e+06
"len2000_GC0.500000_E0.300000_obsGC0.479000_obsE1.993994_#0/BoyerMoore",29,24660.7,23964.8,us,6.67884e+06,,,,,4048,2048,0.694465,0,2000,2000,3.22346e+06
"len2000_GC0.500000_E1.100000_obsGC0.470500_obsE1.994714_#0/BoyerMoore",22,34474.9,33054.9,us,6.38284e+06,,,,,4048,2048,0.940495,0,2000,2000,4.36545e+06
