snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ChosenAlgorithm,ComparisonsPerChar,LPS_Bytes,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
4,64,1805062,systematic,0.4688,1.9576,116,5382.53,5381.62,us,7435350.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,116,5673.64,5673.35,us,7053020.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,100,6470.89,6470.62,us,7173420.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,123,5611.22,5611.05,us,6725480.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,95,5786.92,5786.74,us,8443350.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,98,6737.33,6737.19,us,7030200.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,101,6460.17,6459.86,us,7114240.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,120,5482.39,5481.99,us,7055910.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,123,5791.68,5790.84,us,6516680.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,121,5613.52,5613.28,us,6833930.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,109,5947.36,5946.93,us,7160660.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,124,5611.63,5611.68,us,6670490.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,114,5769.29,5768.93,us,7057850.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,117,5650.11,5649.6,us,7022130.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,115,6094.58,6094.36,us,6622870.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,97,5609.33,5609.3,us,8530840.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,108,5962.53,5962.48,us,7208120.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,119,5675.02,5674.72,us,6873550.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,115,5816.02,5815.96,us,6939900.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,95,6050.18,6050.33,us,8075500.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,106,5992.69,5991.79,us,7308200.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,114,6011.88,6011.87,us,6772640.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,121,5613.1,5612.8,us,6834510.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,117,5578.1,5578.0,us,7112280.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,121,5710.02,5709.96,us,6718220.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
4,64,1805062,systematic,0.4688,1.9576,116,5615.76,5615.17,us,7126090.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
