snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ChosenAlgorithm,ComparisonsPerChar,LPS_Bytes,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
14,128,2320758,systematic,0.5312,1.9908,44,15063.7,15060.7,us,7004480.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,46,15175.7,15175.6,us,6649190.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,44,15709.9,15709.1,us,6715370.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,45,15517.1,15515.8,us,6647930.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,15089.5,15088.6,us,6408900.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,44,14924.9,14925.1,us,7068110.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14773.9,14773.8,us,6684690.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,15077.8,15078.0,us,6413400.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14814.8,14814.0,us,6666550.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,43,15163.8,15162.7,us,7119130.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,15113.6,15112.9,us,6398570.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14701.0,14700.1,us,6718210.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,14783.9,14783.6,us,6541120.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15023.2,15022.9,us,6573870.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,46,14824.1,14824.1,us,6806830.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14975.2,14975.0,us,6594910.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,14625.0,14625.0,us,6612050.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14764.8,14765.1,us,6688670.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14814.9,14814.0,us,6666550.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,15055.6,15055.5,us,6422960.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15309.8,15307.9,us,6451480.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14832.4,14832.6,us,6658200.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,40,15591.9,15592.3,us,7442240.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14720.5,14719.6,us,6709340.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15062.2,15061.6,us,6557000.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,44,14835.5,14836.0,us,7110560.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15647.7,15647.2,us,6311570.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14829.2,14829.2,us,6659730.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14933.3,14928.0,us,6615660.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,46,15812.2,15807.3,us,6383460.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,44,15232.2,15226.7,us,6928090.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,43,15039.9,15036.0,us,7179110.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15079.3,15075.1,us,6551110.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15010.0,15006.9,us,6580860.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,46,14922.1,14918.3,us,6763880.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,45,14956.9,14953.8,us,6897770.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15103.0,15099.8,us,6540390.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15296.8,15295.0,us,6456930.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14985.9,14984.2,us,6590830.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15000.5,14999.0,us,6584330.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15551.0,15549.6,us,6351190.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15078.7,15076.6,us,6550440.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,14879.7,14877.8,us,6499670.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,14822.3,14820.8,us,6663490.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,46,15201.1,15200.1,us,6638480.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,47,15235.0,15233.8,us,6482870.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
14,128,2320758,systematic,0.5312,1.9908,48,15037.4,15035.4,us,6431580.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
