snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ChosenAlgorithm,ComparisonsPerChar,LPS_Bytes,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
37,1000,257814,systematic,0.52,1.9986,34,19581.3,19578.6,us,6972890.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,33,22302.0,22300.3,us,6307360.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,33,21552.8,21549.4,us,6527140.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,36,21091.0,21090.5,us,6113400.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,35,19676.9,19676.5,us,6739940.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,34,20800.2,20798.7,us,6563840.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,34,19895.1,19895.1,us,6861940.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,35,19760.0,19758.3,us,6712060.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,35,19886.4,19884.6,us,6669420.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,32,19583.7,19583.6,us,7406780.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,36,19437.7,19437.4,us,6633330.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,35,19449.5,19449.3,us,6818670.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,34,19898.6,19897.1,us,6861240.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,35,19820.5,19821.2,us,6690750.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,31,20868.5,20868.5,us,7174960.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
37,1000,257814,systematic,0.52,1.9986,35,20337.2,20337.2,us,6520980.0,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4057360.0
