length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
64,0.8,1.1,0.9375,1.318721,117.0,5264.89,5264.51,us,7535790.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,132.0,5266.59,5266.13,us,6677390.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,103.0,5806.75,5806.39,us,7761210.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,116.0,5405.86,5405.62,us,7402340.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,117.0,5448.77,5448.52,us,7281280.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,118.0,5364.89,5364.51,us,7332640.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,110.0,5751.52,5751.36,us,7336850.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,108.0,6122.56,6122.01,us,7020290.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,110.0,5900.54,5899.67,us,7152410.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,121.0,5452.38,5451.68,us,7036510.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,111.0,6032.48,6031.89,us,6932600.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,96.0,6117.86,6116.99,us,7904310.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,120.0,5500.92,5500.06,us,7032730.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,121.0,5486.22,5485.11,us,6993610.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,118.0,5646.73,5646.15,us,6966880.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,113.0,5484.84,5484.27,us,7489890.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,119.0,5615.54,5615.29,us,6946300.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,123.0,5452.89,5452.41,us,6921160.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,109.0,5731.1,5730.26,us,7431420.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,108.0,5457.53,5457.11,us,7875640.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,99.0,5708.98,5708.39,us,8213410.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,115.0,5354.0,5353.34,us,7539630.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,101.0,6003.86,6003.29,us,7655290.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,111.0,5878.76,5877.88,us,7114250.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,111.0,5821.01,5820.53,us,7184340.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,119.0,5503.32,5502.51,us,7088670.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,104.0,6127.4,6126.42,us,7285050.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,109.0,5685.38,5684.8,us,7490850.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,114.0,5706.76,5706.17,us,7135480.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,97.0,6097.08,6096.61,us,7848970.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,114.0,5869.89,5869.01,us,6937500.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,98.0,5563.05,5561.95,us,8515680.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,85.0,6180.98,6181.0,us,8834770.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,116.0,5462.97,5462.51,us,7325250.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,93.0,7105.74,7105.61,us,7024060.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,107.0,5751.05,5750.91,us,7543140.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,114.0,5656.15,5654.84,us,7200250.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,109.0,6618.21,6570.1,us,6481480.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,109.0,5804.7,5803.31,us,7337880.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,103.0,6005.18,6004.28,us,7505400.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,94.0,5377.3,5377.3,us,9182920.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,101.0,5726.25,5725.17,us,8027180.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,115.0,5362.76,5362.56,us,7526660.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,114.0,5417.0,5417.1,us,7516250.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,117.0,5463.17,5463.65,us,7261130.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,121.0,5318.21,5318.42,us,7212810.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,116.0,5375.06,5374.65,us,7445000.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,109.0,5878.79,5879.45,us,7242850.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,109.0,5665.02,5664.76,us,7517350.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.1,0.9375,1.318721,116.0,6001.14,5991.83,us,6678140.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
