length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
64,0.8,1.9,0.765625,1.782737,119.0,5275.61,5275.29,us,7394000.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,128.0,5287.13,5286.47,us,6859570.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,108.0,5646.23,5645.74,us,7612510.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,108.0,5478.26,5477.47,us,7846380.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,118.0,5410.62,5409.89,us,7271140.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,117.0,5289.51,5289.05,us,7500820.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,109.0,6000.25,5998.95,us,7098570.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,101.0,6267.02,6266.25,us,7334050.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,108.0,5789.6,5789.15,us,7423940.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,125.0,5457.89,5457.46,us,6804120.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,110.0,5924.14,5923.69,us,7123400.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,110.0,5786.96,5786.34,us,7292490.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,116.0,5321.96,5321.68,us,7519100.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,108.0,5382.75,5382.29,us,7985130.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.8,1.9,0.765625,1.782737,116.0,5358.89,5358.22,us,7467830.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
