length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
64,0.5,1.1,0.4375,1.796125,118.0,5260.66,5260.16,us,7478110.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,119.0,5958.12,5957.63,us,6547150.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,109.0,6481.77,6480.57,us,6571020.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,118.0,5619.24,5618.68,us,7000930.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,116.0,5300.56,5300.19,us,7549590.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,118.0,5327.56,5326.88,us,7384440.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,108.0,5692.02,5691.67,us,7551080.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,92.0,5724.94,5724.78,us,8813040.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,113.0,6251.0,6249.54,us,6572730.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,120.0,5417.54,5416.9,us,7140700.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,118.0,5850.83,5850.06,us,6724040.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,93.0,6520.27,6519.68,us,7655320.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,119.0,5348.67,5348.42,us,7292900.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
64,0.5,1.1,0.4375,1.796125,106.0,6015.49,6014.41,us,7280710.0,,,,,2112.0,2.0,2048.0,0.0,64.0,64.0,9283300.0
