snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
7,64,3352258,systematic,0.5781,1.9691,120.0,5410.85,5410.35,us,7149340.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,130.0,5278.21,5278.06,us,6764800.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,123.0,5573.51,5573.32,us,6771010.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,126.0,5280.23,5279.95,us,6977050.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,128.0,5341.57,5341.19,us,6789300.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,129.0,5284.43,5284.27,us,6809230.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,128.0,5544.28,5544.03,us,6540890.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,130.0,5773.14,5772.62,us,6185240.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,125.0,5619.63,5618.95,us,6608570.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,131.0,5592.33,5591.6,us,6336730.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,128.0,5313.9,5313.75,us,6824350.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,130.0,5619.38,5618.88,us,6354470.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,128.0,5349.59,5349.2,us,6779120.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,126.0,5357.33,5357.01,us,6876690.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,125.0,5787.48,5783.9,us,6420110.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,102.0,6340.77,6333.32,us,7185230.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
7,64,3352258,systematic,0.5781,1.9691,131.0,5363.17,5362.97,us,6606870.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
