snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
3,64,1289330,systematic,0.4688,1.9079,113.0,5326.84,5325.97,us,7712510.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,129.0,5537.0,5536.46,us,6499060.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,127.0,5360.37,5359.47,us,6819410.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,127.0,5390.09,5389.84,us,6780990.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,128.0,5402.85,5402.08,us,6712770.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,122.0,5346.79,5346.31,us,7116370.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,129.0,5434.15,5433.37,us,6622370.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,91.0,6154.44,6153.8,us,8288720.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,130.0,5466.8,5465.36,us,6532960.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,128.0,5389.62,5388.86,us,6729240.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,127.0,5371.48,5370.61,us,6805270.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,128.0,5388.34,5387.57,us,6730850.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,124.0,5405.83,5405.45,us,6924990.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,130.0,5414.57,5413.53,us,6595520.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,129.0,5917.13,5915.88,us,6082240.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,120.0,5523.5,5521.83,us,7005010.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,126.0,5331.25,5330.31,us,6911140.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,124.0,5289.91,5289.63,us,7076620.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
3,64,1289330,systematic,0.4688,1.9079,128.0,5337.04,5336.77,us,6794920.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
