snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
8,64,3867990,systematic,0.5312,1.9362,97.0,6929.58,6927.39,us,6907670.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,126.0,5291.6,5291.04,us,6962430.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,128.0,5290.74,5290.43,us,6854430.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,126.0,5409.1,5408.56,us,6811150.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,130.0,5290.86,5290.59,us,6748780.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,126.0,5284.47,5283.99,us,6971720.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,130.0,5318.73,5317.3,us,6714880.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,111.0,5656.36,5655.9,us,7393470.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,130.0,5312.19,5311.89,us,6721720.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,126.0,5315.94,5315.71,us,6930120.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,126.0,5321.12,5320.78,us,6923520.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,125.0,5326.09,5325.42,us,6972820.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,106.0,5726.32,5722.92,us,7651550.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,124.0,5303.71,5303.36,us,7058290.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,127.0,5286.31,5286.01,us,6914190.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,116.0,6291.28,6284.15,us,6367490.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,127.0,5316.14,5315.75,us,6875500.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,96.0,5701.38,5698.29,us,8485100.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
8,64,3867990,systematic,0.5312,1.9362,128.0,5340.57,5340.34,us,6790370.0,,,,,2112.0,2.0,2048.0,1.0,64.0,64.0,9283300.0
