snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ChosenAlgorithm,ComparisonsPerChar,LPS_Bytes,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
01,64,257866,systematic,0.3906,1.9621,111,5570.17,5569.24,us,7508500.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
02,64,773598,systematic,0.6094,1.9645,103,5885.66,5885.24,us,7657220.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
03,64,1289330,systematic,0.4688,1.9079,92,6213.81,6212.73,us,8120860.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
04,64,1805062,systematic,0.4688,1.9576,122,5726.6,5725.37,us,6645220.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
05,64,2320794,systematic,0.5156,1.9816,120,5681.18,5680.43,us,6809430.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
06,64,2836526,systematic,0.4219,1.9816,120,5695.12,5694.24,us,6792910.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
07,64,3352258,systematic,0.5781,1.9691,121,6001.69,6000.96,us,6392440.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
08,64,3867990,systematic,0.5312,1.9362,116,5496.04,5495.13,us,7281770.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
09,64,4383722,systematic,0.3906,1.9150,122,5779.04,5778.25,us,6584400.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
10,128,257862,systematic,0.3984,1.9681,34,20424.9,20422.6,us,6684700.0,,,,,2176,2048,1,0.879555,0,0,1,128,128,4082590.0
11,128,773586,systematic,0.6094,1.9533,34,20514.4,20511.8,us,6655630.0,,,,,2176,2048,1,0.875231,0,0,1,128,128,4062520.0
12,128,1289310,systematic,0.4453,1.9489,55,13003.5,13002.3,us,6490670.0,,,,,2176,2048,1,0.572553,0,0,1,128,128,2657590.0
13,128,1805034,systematic,0.4609,1.9654,35,19527.9,19524.0,us,6792610.0,,,,,2176,2048,1,0.838885,0,0,1,128,128,3893810.0
14,128,2320758,systematic,0.5312,1.9908,47,15551.0,15549.6,us,6351190.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
15,128,2836482,systematic,0.5156,1.9957,33,21927.4,21922.9,us,6415930.0,,,,,2176,2048,1,0.921394,0,0,1,128,128,4276790.0
16,128,3352206,systematic,0.5625,1.9808,32,21608.0,21605.0,us,6713790.0,,,,,2176,2048,1,0.937469,0,0,1,128,128,4351400.0
17,128,3867930,systematic,0.5625,1.9819,39,17842.5,17840.3,us,6671230.0,,,,,2176,2048,1,0.794684,0,0,1,128,128,3688650.0
18,128,4383654,systematic,0.3828,1.9339,33,21241.3,21240.1,us,6622200.0,,,,,2176,2048,1,0.930375,0,0,1,128,128,4318480.0
19,256,257855,systematic,0.4727,1.9926,35,20365.6,20361.6,us,6513180.0,,,,,2304,2048,1,0.878595,0,0,1,256,256,4078130.0
20,256,773565,systematic,0.5391,1.9900,37,18710.4,18708.1,us,6705660.0,,,,,2304,2048,1,0.809206,0,0,1,256,256,3756050.0
21,256,1289275,systematic,0.5039,1.9648,36,19023.0,19020.4,us,6778770.0,,,,,2304,2048,1,0.805915,0,0,1,256,256,3740780.0
22,256,1804985,systematic,0.4062,1.9732,55,12480.5,12479.3,us,6762690.0,,,,,2304,2048,1,0.55617,0,0,1,256,256,2581550.0
23,256,2320695,systematic,0.4961,1.9899,35,20323.4,20320.7,us,6526290.0,,,,,2304,2048,1,0.872596,0,0,1,256,256,4050290.0
24,256,2836405,systematic,0.5664,1.9870,40,17758.5,17756.4,us,6535180.0,,,,,2304,2048,1,0.75621,0,0,1,256,256,3510060.0
25,256,3352115,systematic,0.5430,1.9941,43,15800.9,15799.4,us,6832250.0,,,,,2304,2048,1,0.662546,0,0,1,256,256,3075310.0
26,256,3867825,systematic,0.5547,1.9897,35,20699.5,20696.3,us,6407830.0,,,,,2304,2048,1,0.907824,0,0,1,256,256,4213800.0
27,256,4383535,systematic,0.4375,1.9744,37,18816.3,18813.8,us,6667990.0,,,,,2304,2048,1,0.807368,0,0,1,256,256,3747520.0
28,512,257841,systematic,0.5332,1.9930,33,20124.2,20121.5,us,6990320.0,,,,,2560,2048,1,0.884412,0,0,1,512,512,4105130.0
29,512,773523,systematic,0.5527,1.9859,37,18871.8,18869.3,us,6648390.0,,,,,2560,2048,1,0.841107,0,0,1,512,512,3904130.0
30,512,1289205,systematic,0.4961,1.9823,37,18880.4,18878.6,us,6645090.0,,,,,2560,2048,1,0.823751,0,0,1,512,512,3823560.0
31,512,1804887,systematic,0.4297,1.9840,38,17612.2,17610.3,us,6936230.0,,,,,2560,2048,1,0.783854,0,0,1,512,512,3638380.0
32,512,2320569,systematic,0.5000,1.9985,38,19423.2,19418.6,us,6290300.0,,,,,2560,2048,1,0.799742,0,0,1,512,512,3712130.0
33,512,2836251,systematic,0.5801,1.9798,50,13882.6,13881.2,us,6687690.0,,,,,2560,2048,1,0.604557,0,0,1,512,512,2806140.0
34,512,3351933,systematic,0.5117,1.9981,29,24281.7,24278.6,us,6592520.0,,,,,2560,2048,1,1.06171,0,0,1,512,512,4928100.0
35,512,3867615,systematic,0.5215,1.9950,34,20918.5,20916.5,us,6526860.0,,,,,2560,2048,1,0.960902,0,0,1,512,512,4460170.0
