snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ChosenAlgorithm,ComparisonsPerChar,LPS_Bytes,MaskTable_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
01,64,257866,systematic,0.3906,1.9621,106,5687.91,5687.19,us,7699620.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
02,64,773598,systematic,0.6094,1.9645,118,5844.56,5843.63,us,6731440.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
03,64,1289330,systematic,0.4688,1.9079,109,6078.08,6076.57,us,7007890.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
04,64,1805062,systematic,0.4688,1.9576,85,5913.06,5912.25,us,9236370.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
05,64,2320794,systematic,0.5156,1.9816,111,5630.7,5629.72,us,7427850.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
06,64,2836526,systematic,0.4219,1.9816,121,5623.31,5622.55,us,6822660.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
07,64,3352258,systematic,0.5781,1.9691,113,6355.77,6354.75,us,6463910.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
08,64,3867990,systematic,0.5312,1.9362,112,5730.65,5729.03,us,7233920.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
09,64,4383722,systematic,0.3906,1.9150,111,5557.32,5556.18,us,7526160.0,,,,,2112,0,3,2.0,0,2048,1,64,64,9283300.0
10,128,257862,systematic,0.3984,1.9681,33,20956.1,20952.5,us,6713110.0,,,,,2176,2048,1,0.879555,0,0,1,128,128,4082590.0
11,128,773586,systematic,0.6094,1.9533,34,20274.6,20271.0,us,6734700.0,,,,,2176,2048,1,0.875231,0,0,1,128,128,4062520.0
12,128,1289310,systematic,0.4453,1.9489,52,12784.0,12781.7,us,6983600.0,,,,,2176,2048,1,0.572553,0,0,1,128,128,2657590.0
13,128,1805034,systematic,0.4609,1.9654,37,19257.5,19253.9,us,6515560.0,,,,,2176,2048,1,0.838885,0,0,1,128,128,3893810.0
14,128,2320758,systematic,0.5312,1.9908,45,14956.9,14953.8,us,6897770.0,,,,,2176,2048,1,0.663248,0,0,1,128,128,3078570.0
15,128,2836482,systematic,0.5156,1.9957,33,21083.8,21078.2,us,6673050.0,,,,,2176,2048,1,0.921394,0,0,1,128,128,4276790.0
16,128,3352206,systematic,0.5625,1.9808,33,21598.5,21594.3,us,6513580.0,,,,,2176,2048,1,0.937469,0,0,1,128,128,4351400.0
17,128,3867930,systematic,0.5625,1.9819,40,18333.0,18330.3,us,6330560.0,,,,,2176,2048,1,0.794684,0,0,1,128,128,3688650.0
18,128,4383654,systematic,0.3828,1.9339,31,21591.6,21585.9,us,6936520.0,,,,,2176,2048,1,0.930375,0,0,1,128,128,4318480.0
19,256,257855,systematic,0.4727,1.9926,34,20138.9,20135.0,us,6780200.0,,,,,2304,2048,1,0.878595,0,0,1,256,256,4078130.0
20,256,773565,systematic,0.5391,1.9900,38,18777.1,18773.4,us,6506470.0,,,,,2304,2048,1,0.809206,0,0,1,256,256,3756050.0
21,256,1289275,systematic,0.5039,1.9648,37,18886.8,18883.1,us,6643520.0,,,,,2304,2048,1,0.805915,0,0,1,256,256,3740780.0
22,256,1804985,systematic,0.4062,1.9732,56,12534.0,12532.3,us,6613830.0,,,,,2304,2048,1,0.55617,0,0,1,256,256,2581550.0
23,256,2320695,systematic,0.4961,1.9899,34,20120.4,20117.4,us,6786130.0,,,,,2304,2048,1,0.872596,0,0,1,256,256,4050290.0
