length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
1000,0.2,1.1,0.164,1.638732,26,26990.5,26989.6,us,6614580.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,20,69187.8,35411.8,us,6553820.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26499.1,26498.1,us,6737270.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,27052.7,27051.1,us,6599540.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,27088.4,27086.0,us,6591040.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,27072.6,27069.3,us,6595120.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,27,26946.3,26942.6,us,6380720.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,27008.8,27007.4,us,6610220.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26980.5,26977.6,us,6617520.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,27126.6,27124.4,us,6844990.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,27797.4,27796.3,us,6679530.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,18,36049.4,36045.7,us,7153970.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,27033.9,27032.4,us,6868270.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,26949.1,26947.5,us,6889920.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,23,30497.4,30496.6,us,6617490.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26509.6,26507.8,us,6734820.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,21,27569.4,27539.4,us,8025990.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26620.3,26618.5,us,6706800.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,23,27206.1,27201.1,us,7419220.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,24,30465.0,30462.8,us,6348800.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,15,48982.6,45447.1,us,6808880.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26735.0,26732.0,us,6678330.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26752.4,26750.2,us,6673770.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,26369.7,26368.6,us,7041170.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,29937.8,29934.6,us,6202390.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,24,26363.6,26363.0,us,7336120.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,23,26674.0,26672.9,us,7566140.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,26448.4,26447.6,us,7020160.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,24,26360.8,26359.6,us,7337070.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,27,26423.1,26421.0,us,6506690.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26345.7,26344.9,us,6776460.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26679.1,26677.7,us,6691910.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26834.8,26833.4,us,6653100.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,31454.9,31450.5,us,5903440.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26454.1,26453.0,us,6748760.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26453.6,26451.7,us,6749100.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,27018.8,27017.5,us,6607770.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26835.8,26832.4,us,6653340.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26854.1,26851.8,us,6648540.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,27096.4,27094.8,us,6588920.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26919.4,26917.9,us,6632200.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,27,26911.0,26908.8,us,6388720.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,27252.9,27251.5,us,6551010.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26990.2,26988.1,us,6614960.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,26914.1,26912.5,us,6898870.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,26607.1,26605.5,us,6978470.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26507.3,26503.9,us,6735810.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,27088.1,27086.9,us,6854460.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,26,26521.2,26518.1,us,6732190.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
1000,0.2,1.1,0.164,1.638732,25,26752.7,26751.7,us,6940360.0,,,,,9000,2.62098,8000,0,1000,1000,12165700.0
