length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
512,0.5,0.3,0.572266,1.976095,23,30789.1,30782.4,us,6556050.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,17,79829.5,40526.5,us,6737290.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30185.9,30184.7,us,6685870.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30170.4,30169.1,us,6689320.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30155.2,30153.5,us,6692790.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30138.3,30136.2,us,6696620.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30175.2,30172.1,us,6688670.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30466.1,30464.6,us,6624440.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30211.0,30209.3,us,6680420.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,22,30853.0,30843.5,us,6840480.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30285.0,30282.7,us,6664230.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,16,42545.3,42521.4,us,6822530.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,32210.1,32209.5,us,6265570.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,22,30287.0,30286.6,us,6966260.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,34719.3,34716.7,us,5813070.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30623.2,30623.0,us,6590170.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,22,31028.8,31010.2,us,6803690.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30219.4,30217.8,us,6678550.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,21,30931.3,30929.4,us,7146310.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,22,35696.5,35693.0,us,5911080.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,18,39092.7,38313.4,us,6730540.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30499.7,30497.3,us,6617350.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30040.1,30038.7,us,6718370.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30949.2,30948.0,us,6520960.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,22,34874.8,34869.7,us,6050640.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30181.8,30179.9,us,6686940.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30013.8,30011.8,us,6724400.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,21,30220.0,30217.9,us,7314580.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,22,30447.4,30445.8,us,6929820.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30307.0,30305.7,us,6659180.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30834.4,30834.1,us,6545050.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30122.8,30120.1,us,6700220.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,29935.0,29933.3,us,6742010.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30203.2,30202.0,us,6682030.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30736.2,30734.0,us,6566360.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30769.0,30766.2,us,6559510.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30252.2,30250.4,us,6671350.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30265.0,30262.5,us,6668670.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30029.0,30026.9,us,6720990.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30221.3,30218.7,us,6678350.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30096.4,30094.8,us,6705840.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30092.2,30090.2,us,6706860.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30149.0,30147.4,us,6694140.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30185.8,30181.9,us,6686490.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
512,0.5,0.3,0.572266,1.976095,23,30238.1,30234.6,us,6674840.0,,,,,4608,2.6689,4096,0,512,512,12388100.0
