length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
2000,0.2,0.3,0.1785,1.674733,24,30576.6,30575.0,us,6325490.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,23,66585.6,33232.5,us,6072710.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,23,29912.6,29910.7,us,6747110.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,24,29389.6,29386.7,us,6581270.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,24,29815.4,29813.3,us,6487100.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,24,29721.6,29719.1,us,6507670.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,22,29462.0,29459.7,us,7161790.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,24,29482.5,29480.1,us,6560440.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,24,29539.1,29536.9,us,6547820.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,23,29628.4,29626.3,us,6811890.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,23,29343.6,29341.4,us,6878030.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,23,31097.4,31090.0,us,6491190.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,23,29522.3,29522.5,us,6835840.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
2000,0.2,0.3,0.1785,1.674733,23,29603.1,29602.7,us,6817330.0,,,,,18000,2.63295,16000,0,2000,2000,12221200.0
