length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
128,0.5,1.1,0.453125,1.884144,46,13883.7,13882.4,us,7268610.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,47,13669.0,13668.0,us,7225500.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,35,18195.3,18191.4,us,7290180.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,46,13665.7,13665.3,us,7384040.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,47,15389.2,15386.3,us,6418620.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,37,36749.3,18342.7,us,6839250.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,39,16878.3,16877.0,us,7052000.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,45,13721.3,13720.0,us,7518080.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,40,15705.4,15704.3,us,7389150.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,41,15227.5,15225.2,us,7435750.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,49,13904.4,13903.3,us,6813320.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,36,17365.7,17363.9,us,7425450.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,41,15892.9,15891.5,us,7124020.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,48,15100.3,15097.8,us,6404980.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,45,14807.4,14806.0,us,6966610.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,48,14272.5,14270.8,us,6776160.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,47,13840.7,13839.4,us,7136060.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,39,18183.3,18108.7,us,6572370.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,49,15453.5,15452.1,us,6130400.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,46,13685.3,13685.3,us,7373290.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,46,15068.6,15067.3,us,6696970.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,46,16414.4,16410.1,us,6148970.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,51,13717.4,13713.1,us,6636920.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,48,13685.5,13683.3,us,7067070.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,44,14172.5,14170.5,us,7444500.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,50,13693.9,13692.1,us,6780020.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,48,16148.2,16145.3,us,5989430.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,50,13824.5,13822.4,us,6716140.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
128,0.5,1.1,0.453125,1.884144,47,13755.3,13753.8,us,7180470.0,,,,,2176,2048,0.620285,0,128,128,2879150.0
