length,gc,entropy,obs_gc,obs_entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
2000,0.5,1.1,0.4705,1.994714,34,20079.2,20078.4,us,6799290.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,31,21761.7,21761.4,us,6880570.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,32,23327.7,23323.7,us,6219060.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,33,19979.0,19977.8,us,7040620.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,32,21847.3,21846.4,us,6639600.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,34,19901.5,19899.8,us,6860340.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,32,23438.3,23433.3,us,6189970.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,33,19766.5,19766.1,us,7116030.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,32,22328.4,22325.3,us,6497180.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,33,22118.5,22116.7,us,6359720.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,34,19805.0,19803.7,us,6893600.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,27,24261.2,24256.6,us,7087260.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,32,22714.0,22711.9,us,6386580.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
2000,0.5,1.1,0.4705,1.994714,34,20100.2,20098.1,us,6792650.0,,,,,4048,2048,0.940495,0,2000,2000,4365450.0
