snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
45,1000,4382838,systematic,0.495,1.9975,20,32051.0,32051.3,us,7240980.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,21,33535.2,33532.6,us,6591530.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,21,32821.4,32821.7,us,6734300.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,21,32896.8,32897.7,us,6718750.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,32479.9,32480.0,us,6495810.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31597.7,31597.9,us,6677150.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,32314.9,32314.3,us,6529130.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,32190.5,32190.3,us,6554280.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31548.7,31548.2,us,6687670.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31867.3,31864.2,us,6621360.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31653.3,31652.4,us,6665670.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31920.2,31917.9,us,6610210.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31919.4,31917.9,us,6610210.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31508.3,31506.1,us,6696620.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,20,35371.0,35366.9,us,6562140.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31542.5,31541.1,us,6689170.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31727.4,31725.3,us,6650340.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31759.4,31757.3,us,6643650.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,35589.9,35588.0,us,5928520.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31854.3,31852.5,us,6623780.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31518.9,31517.0,us,6694300.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,32186.3,32183.9,us,6555580.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31756.8,31754.4,us,6644240.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31697.0,31694.4,us,6656830.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31975.7,31973.8,us,6598660.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31602.9,31600.6,us,6676580.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,21,32816.7,32815.0,us,6735670.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31637.3,31637.4,us,6668820.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31834.8,31834.8,us,6627460.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,20,32711.1,32711.4,us,7094860.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,21,32502.3,32500.8,us,6800790.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31306.5,31306.4,us,6739330.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31549.1,31548.8,us,6687560.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,35184.6,35182.6,us,5996830.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31497.4,31497.0,us,6698550.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31152.8,31152.0,us,6772730.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31304.3,31304.2,us,6739790.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,32409.5,32405.9,us,6510680.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31866.0,31864.0,us,6621390.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31496.9,31493.7,us,6699250.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31290.7,31288.4,us,6743210.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,21,32858.0,32855.6,us,6727340.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31379.1,31377.7,us,6724010.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31532.7,31531.4,us,6691240.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31451.7,31450.9,us,6708360.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,23,31537.0,31536.0,us,6399380.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,19,37838.8,37836.0,us,6456750.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31503.9,31503.3,us,6697200.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,31345.2,31343.7,us,6731300.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
45,1000,4382838,systematic,0.495,1.9975,22,32144.4,32144.3,us,6563650.0,,,,,9000,2.69325,8000,1,1000,1000,12501100.0
