snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
33,512,2836251,systematic,0.5801,1.9798,18,34189.3,34186.6,us,7543000.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,21,33233.7,33231.9,us,6651170.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,21,34188.3,34187.7,us,6465220.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,32236.8,32236.6,us,6544860.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31750.9,31751.4,us,6644870.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31723.4,31724.4,us,6650530.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31848.8,31847.8,us,6624760.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31790.9,31790.8,us,6636640.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31773.4,31772.5,us,6640460.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,16,38730.2,38706.6,us,7494930.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31850.6,31849.3,us,6624440.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,18,46141.7,46136.0,us,5589330.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31743.0,31742.3,us,6646790.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,34950.1,34947.7,us,6037150.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31980.5,31979.0,us,6597590.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,32453.5,32449.5,us,6501920.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31937.2,31936.2,us,6606440.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31725.6,31724.0,us,6650610.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,21,32180.9,32178.4,us,6868920.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31895.8,31894.3,us,6615120.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,32518.9,32515.3,us,6488770.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31741.9,31739.2,us,6647430.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,34457.7,34453.4,us,6123760.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31761.7,31759.5,us,6643190.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31841.1,31838.9,us,6626620.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,32347.0,32343.7,us,6523180.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31796.5,31797.6,us,6635230.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,21,33777.4,33777.3,us,6543770.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31717.6,31718.3,us,6651810.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31975.2,31974.2,us,6598570.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31865.3,31865.0,us,6621190.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31665.6,31664.7,us,6663080.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31630.8,31629.3,us,6670530.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,32114.7,32113.1,us,6570040.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31623.0,31622.4,us,6671980.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31829.3,31827.2,us,6629050.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31289.1,31288.8,us,6743130.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31911.4,31908.6,us,6612150.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31811.5,31808.9,us,6632870.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31775.8,31775.0,us,6639940.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31684.1,31683.1,us,6659210.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,21,31473.6,31471.6,us,7023190.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31289.6,31288.7,us,6743140.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31693.5,31691.7,us,6657400.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31554.4,31552.8,us,6686690.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31354.5,31354.0,us,6729110.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,19,36666.1,36662.8,us,6663370.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31389.6,31388.5,us,6721700.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31638.0,31637.0,us,6668900.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
33,512,2836251,systematic,0.5801,1.9798,22,31743.4,31742.3,us,6646790.0,,,,,4608,2.6788,4096,1,512,512,12434100.0
