snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
1,64,257866,systematic,0.3906,1.9621,22,32339.2,32337.7,us,6524400.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,20,33155.0,33153.3,us,7000290.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,18,36354.5,36349.3,us,7094200.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,33667.6,33668.5,us,6564920.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,22,35866.7,35869.3,us,5882020.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,22,33438.9,33438.5,us,6309630.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,32387.2,32386.4,us,6824810.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,19,32432.5,32429.7,us,7533140.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,32993.3,32974.9,us,6703020.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,22,32602.4,32599.6,us,6471980.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,22,31969.2,31966.9,us,6600090.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,22,32312.0,32310.6,us,6529880.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,40393.1,40384.6,us,5473150.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,22,32604.4,32602.2,us,6471460.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,22,32182.4,32170.8,us,6558240.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,19,32126.0,32123.9,us,7604850.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,34608.4,34585.9,us,6390790.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,32215.7,32212.8,us,6861580.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,19,32457.4,32452.8,us,7527780.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,19,33079.9,33046.3,us,7392590.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,19,33930.8,33928.3,us,7200400.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,33423.7,33418.1,us,6614120.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,39017.7,39012.6,us,5665640.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,19,38295.1,38256.8,us,6385730.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,17,40263.5,39988.6,us,6827910.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,21,33548.1,33475.4,us,6602790.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,20,33490.1,33456.0,us,6936950.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,20,33732.5,33698.4,us,6887050.0,,,,,576,2.68606,512,1,64,64,12467700.0
1,64,257866,systematic,0.3906,1.9621,18,35364.7,35319.8,us,7301000.0,,,,,576,2.68606,512,1,64,64,12467700.0
