snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
7,64,3352258,systematic,0.5781,1.9691,16,42037.9,42035.0,us,6901460.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,20,33614.6,33613.0,us,6904550.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,16,46874.7,46869.0,us,6189660.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,22,33303.1,33304.4,us,6335020.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,33919.9,33920.8,us,6516080.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,33232.9,33232.7,us,6651020.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,32416.6,32416.8,us,6818410.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,32761.7,32760.6,us,6746850.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,33836.8,33834.5,us,6532720.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,22,32375.7,32374.6,us,6516960.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,32514.9,32514.0,us,6798030.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,20,34521.5,34519.3,us,6723260.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,20,38460.7,38456.5,us,6034940.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,19,32264.3,32262.3,us,7572230.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,20,32699.1,32697.9,us,7097780.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,33917.7,33915.3,us,6517150.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,22,32576.6,32575.0,us,6476870.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,22,32689.5,32687.5,us,6454580.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,20,33476.3,33474.2,us,6933190.0,,,,,576,2.70382,512,1,64,64,12550200.0
7,64,3352258,systematic,0.5781,1.9691,21,32586.7,32583.9,us,6783440.0,,,,,576,2.70382,512,1,64,64,12550200.0
