snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
31,512,1804887,systematic,0.4297,1.984,24,30023.9,30019.9,us,6442470.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,31542.9,31540.7,us,6398420.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,21,31497.5,31498.2,us,7017270.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,30670.0,30670.1,us,6580060.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,30570.3,30570.8,us,6601430.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,29977.8,29978.1,us,6451450.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,29568.1,29568.7,us,6540770.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,31113.7,31112.9,us,6486400.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,29472.0,29472.1,us,6562220.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,30553.8,30552.7,us,6605340.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,30196.6,30193.5,us,6405420.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,21,34017.2,34014.4,us,6498160.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,29573.8,29572.2,us,6824340.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,29708.7,29707.2,us,6510290.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,29453.4,29452.0,us,6852210.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,30562.7,30561.0,us,6328410.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,29743.8,29741.8,us,6785440.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,29356.7,29354.7,us,6874910.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,29700.6,29698.6,us,6795300.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,29554.9,29552.4,us,6544380.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,22,29689.3,29686.1,us,7107170.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,29722.7,29720.0,us,6507480.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,30047.3,30044.9,us,6716990.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,23,29423.8,29421.7,us,6859250.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
31,512,1804887,systematic,0.4297,1.984,24,29884.3,29880.6,us,6472500.0,,,,,4608,2.67007,4096,1,512,512,12393500.0
