snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
35,512,3867615,systematic,0.5215,1.995,25,30804.3,30802.2,us,6027700.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,25,27562.1,27559.6,us,6736900.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,25,27687.4,27688.6,us,6705510.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,25,28592.5,28593.1,us,6493380.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,24,28356.6,28357.1,us,6820230.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,26,27456.8,27456.2,us,6502180.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,26,27184.1,27183.7,us,6567370.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,26,26474.5,26474.8,us,6743220.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,26,26536.4,26533.7,us,6728240.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,23,29696.7,29694.6,us,6796210.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,26,27146.8,27145.6,us,6576570.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,19,32555.6,32554.8,us,7504200.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
35,512,3867615,systematic,0.5215,1.995,26,26615.3,26614.1,us,6707900.0,,,,,4608,2.63558,4096,1,512,512,12233400.0
