snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
51,2000,2835338,systematic,0.5805,1.9782,22,30263.8,30261.6,us,6972010.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,32732.2,32728.6,us,6166200.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,22,33555.5,33557.6,us,6287230.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,22,31607.4,31606.9,us,6675260.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,22,30140.4,30141.0,us,6999910.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,30196.8,30197.7,us,6682990.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,30407.7,30406.1,us,6637180.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,30873.9,30873.8,us,6536640.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,32023.9,32022.1,us,6302250.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,30627.6,30625.4,us,6589660.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,30141.1,30138.5,us,6696120.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,30369.2,30368.1,us,6645500.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,24,29981.3,29980.2,us,6451000.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,31028.1,31025.6,us,6504650.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,19,33282.6,33279.8,us,7340720.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
51,2000,2835338,systematic,0.5805,1.9782,23,30212.5,30210.9,us,6680060.0,,,,,18000,2.68165,16000,1,2000,2000,12447300.0
