snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,ComparisonsPerChar,LPS_Bytes,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
3,64,1289330,systematic,0.4688,1.9079,20,30376.6,30374.5,us,7640700.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,31438.3,31434.1,us,6711940.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,31387.1,31384.9,us,6430200.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,19,32468.6,32469.2,us,7523970.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,21,32829.9,32831.2,us,6732340.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,31406.2,31404.4,us,6718310.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,21,31506.0,31504.0,us,7015980.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,31517.0,31515.1,us,6694690.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30305.8,30303.3,us,6659700.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,30031.2,30028.7,us,7026090.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30058.4,30056.7,us,6714350.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,19,30866.6,30864.9,us,7915060.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,32398.8,32396.0,us,6229500.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,20,32060.9,32058.5,us,7239360.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,32534.0,32530.1,us,6485810.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30462.9,30460.7,us,6625300.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30622.1,30619.3,us,6590970.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29976.6,29974.7,us,6732720.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,31664.0,31660.1,us,6374300.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30043.8,30041.0,us,6717850.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,34760.7,34757.6,us,6070150.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30504.9,30501.7,us,6616380.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30185.7,30182.9,us,6686270.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,31685.4,31650.8,us,6376170.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,30717.5,30715.4,us,6869010.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,22,30639.4,30636.4,us,6886710.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30517.9,30518.7,us,6612690.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,21,31582.6,31582.1,us,6998610.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,19,34460.0,34441.2,us,7093180.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30629.3,30628.0,us,6589100.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,18,36069.8,36066.9,us,7149750.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30146.4,30145.0,us,6694680.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29893.9,29893.5,us,6750990.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,21,33644.3,33642.4,us,6570020.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,31327.4,31325.8,us,6442320.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29661.3,29659.0,us,6804380.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29579.2,29578.2,us,6822960.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29923.5,29920.3,us,6744940.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30167.9,30165.1,us,6690210.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,24,29800.8,29798.0,us,6490450.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30025.0,30022.7,us,6721940.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30919.6,30914.2,us,6528100.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,20,33333.4,33331.4,us,6962880.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30241.8,30239.8,us,6673690.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29554.3,29552.8,us,6828830.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29631.2,29630.9,us,6810820.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30281.8,30279.6,us,6664920.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,30051.2,30049.1,us,6716050.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,23,29889.0,29887.0,us,6752470.0,,,,,576,2.63924,512,1,64,64,12250400.0
3,64,1289330,systematic,0.4688,1.9079,24,30227.9,30226.4,us,6398440.0,,,,,576,2.63924,512,1,64,64,12250400.0
