snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
50,2000,2319822,systematic,0.4855,1.9977,42,15664.8,15663.0,us,7055850.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,42,16203.0,16194.3,us,6824350.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,41,16364.5,16356.9,us,6921300.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,46,15000.6,14998.7,us,6727620.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,39,15337.0,15334.2,us,7761500.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,42,14736.6,14735.7,us,7499860.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,45,15632.6,15625.2,us,6601400.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,43,16524.9,16514.5,us,6536390.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,42,14499.6,14498.3,us,7622640.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,44,16040.8,16030.3,us,6580800.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14999.1,14996.1,us,6316800.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14690.1,14689.0,us,6723290.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14511.2,14510.2,us,6806130.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,15099.8,15092.0,us,6407450.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,46,14449.4,14445.0,us,6985480.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14911.0,14904.4,us,6626140.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14772.8,14767.4,us,6414630.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14581.2,14578.5,us,6497740.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14511.7,14508.5,us,6806950.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,15236.5,15232.0,us,6348530.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,14464.8,14462.3,us,6686440.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14925.8,14922.0,us,6348190.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14517.1,14515.1,us,6803830.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14832.4,14828.9,us,6388030.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,14735.6,14731.7,us,6564160.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,15639.7,15632.2,us,6186010.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14609.7,14606.5,us,6761300.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,14933.5,14929.7,us,6477080.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,14936.0,14934.7,us,6474940.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,41,14390.9,14387.4,us,7868780.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,53760.1,53716.5,us,1838510.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,15292.9,15286.0,us,6326100.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14310.5,14309.3,us,6620010.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14524.6,14522.1,us,6523020.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14503.0,14500.7,us,6810620.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,14277.1,14275.8,us,6773760.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,47,14772.9,14768.6,us,6687040.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14323.3,14322.1,us,6614080.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,45,14878.3,14874.0,us,6934770.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14735.9,14733.1,us,6429570.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14314.7,14311.9,us,6618800.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14883.4,14881.4,us,6365510.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14386.8,14384.8,us,6585240.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,48,14476.8,14474.5,us,6680810.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14421.8,14420.2,us,6569070.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
50,2000,2319822,systematic,0.4855,1.9977,49,14284.2,14283.1,us,6632170.0,,,,,4048,2048,0.633758,1,2000,2000,2941680.0
