snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
41,1000,2320326,systematic,0.499,1.9992,46,15316.1,15313.9,us,6589150.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,42,18425.2,18406.4,us,6004200.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,42,15403.7,15401.4,us,7175680.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,41,15758.3,15756.9,us,7184870.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,41,15012.3,15012.2,us,7541270.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,40,16699.0,16690.6,us,6952480.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,30,23657.1,23523.0,us,6577470.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,35,17528.1,17517.9,us,7570470.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,37,18123.2,18100.9,us,6930600.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,37,17145.6,17132.6,us,7322280.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15507.8,15504.7,us,6652680.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15087.4,15085.9,us,6837350.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,15192.3,15188.0,us,6945770.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,15308.7,15301.2,us,6894350.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,15365.2,15358.8,us,6868510.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,14940.3,14936.3,us,7062820.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,46,14876.5,14873.3,us,6784340.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,14968.4,14965.7,us,6892280.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,15425.3,15420.3,us,6404430.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,46,15061.5,15059.0,us,6700690.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15610.2,15603.8,us,6610430.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,15076.0,15074.4,us,6551430.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,46,15910.5,15906.1,us,6343810.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,46,15487.4,15484.5,us,6516540.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,15499.0,15495.0,us,6808150.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,16091.1,16082.5,us,6140760.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,15305.6,15303.0,us,6453550.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15739.3,15735.9,us,6554930.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15981.7,15977.2,us,6455950.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,14991.3,14990.1,us,7037470.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,15180.4,15178.2,us,6950230.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15447.6,15444.6,us,6678580.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,14989.7,14987.8,us,6589250.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,44,17385.3,17359.4,us,6076940.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,15155.8,15154.3,us,6516870.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,15052.3,15051.1,us,6561560.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,14911.4,14909.7,us,6623760.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,14973.6,14972.2,us,6596110.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,40,16063.3,16058.7,us,7226080.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,46,15544.5,15541.9,us,6492470.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,16724.1,16709.5,us,6172990.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,14997.0,14994.7,us,6878950.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15002.4,15000.7,us,6876200.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,47,14992.5,14990.9,us,6587920.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15021.2,15019.9,us,6867430.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,42,15420.7,15416.1,us,7168840.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,46,15294.5,15291.1,us,6598970.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15443.5,15439.7,us,6680680.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,45,15067.9,15065.3,us,6846730.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
41,1000,2320326,systematic,0.499,1.9992,46,15193.2,15191.7,us,6642150.0,,,,,3048,2048,0.682495,1,1000,1000,3167900.0
