snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
23,256,2320695,systematic,0.4961,1.9899,36,19368.6,19367.9,us,6657130.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,32,22860.7,22844.8,us,6349440.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,33,22626.7,22609.9,us,6220990.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,32,22352.3,22338.4,us,6493370.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20392.2,20390.6,us,6695200.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,31,20337.5,20334.2,us,7363490.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,31,20217.0,20214.3,us,7407190.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,31,20946.3,20941.5,us,7149960.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,32,20379.9,20376.6,us,7118530.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,21140.4,21138.2,us,6458410.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20039.8,20038.1,us,6813000.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,19790.6,19790.1,us,6701270.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20380.2,20378.7,us,6507690.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20266.7,20256.2,us,6547050.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20495.0,20484.3,us,6474170.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,33,20415.9,20408.7,us,6891970.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,19784.8,19780.9,us,6704390.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20193.6,20189.1,us,6762030.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,36,20833.5,20825.8,us,6191100.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20213.8,20210.2,us,6754950.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20336.2,20332.6,us,6522480.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20691.1,20686.0,us,6599600.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20178.0,20174.6,us,6766880.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,21513.9,21508.8,us,6347130.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,36,19951.6,19948.8,us,6463280.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,33,22308.6,22280.6,us,6312930.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20729.1,20728.1,us,6398000.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20788.7,20785.5,us,6568000.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,31,21239.2,21232.5,us,7051970.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20346.5,20342.7,us,6710980.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,19853.0,19852.1,us,6680350.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20459.5,20454.3,us,6483650.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,31,20183.4,20181.4,us,7419250.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20286.6,20284.1,us,6538070.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20237.9,20235.6,us,6553740.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,23339.2,23319.0,us,5687140.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20682.9,20678.2,us,6413440.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,33,20496.2,20493.6,us,6863430.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,22489.4,22458.6,us,6078710.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,33,20958.4,20953.9,us,6712650.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20499.9,20496.5,us,6660610.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20164.1,20161.2,us,6771380.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20369.5,20366.3,us,6511650.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20191.1,20187.5,us,6762540.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20094.0,20090.9,us,6600930.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,19712.8,19711.2,us,6728090.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20440.5,20436.6,us,6680140.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,34,20690.0,20688.0,us,6598940.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,20268.7,20267.5,us,6543400.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
23,256,2320695,systematic,0.4961,1.9899,35,19813.7,19812.4,us,6693700.0,,,,,2304,2048,0.872596,1,256,256,4050290.0
