snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
5,64,2320794,systematic,0.5156,1.9816,41,17110.3,17107.9,us,6617490.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,36,19852.1,19839.6,us,6498850.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,36,20519.6,20506.2,us,6287600.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,34,20006.7,19995.6,us,6827460.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,18445.2,18434.0,us,6805370.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,34,18493.9,18485.3,us,7385280.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,35,18200.2,18196.8,us,7288010.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,17552.6,17551.1,us,7147680.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,17948.8,17944.1,us,6991180.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,18097.8,18093.9,us,6933260.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,17856.2,17854.4,us,6665950.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,38,17867.5,17865.2,us,6837250.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,33,18658.2,18650.8,us,7541580.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,18128.6,18128.1,us,6565310.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,18126.2,18119.0,us,6568630.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,41,18563.1,18548.0,us,6103690.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,36,17974.0,17969.1,us,7175360.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17310.4,17305.9,us,6705290.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,18471.8,18465.7,us,6445280.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,18470.2,18462.6,us,6446380.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,35,20344.7,20310.3,us,6529630.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,18121.9,18117.0,us,6405100.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,19156.2,19141.1,us,6062430.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,41,17407.3,17404.5,us,6504700.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,17702.0,17699.4,us,7087830.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,36,18677.7,18670.3,us,6905890.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,41,18741.2,18727.3,us,6045230.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,19166.8,19149.8,us,6550970.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17504.0,17503.0,us,6629790.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,17971.1,17967.4,us,6982100.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,18306.2,18301.2,us,6503230.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17877.3,17874.5,us,6492010.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17826.7,17823.1,us,6510710.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,38,19629.2,19611.1,us,6228550.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17420.3,17417.5,us,6662350.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17812.6,17808.8,us,6515950.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,18076.6,18072.3,us,6941560.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,38,18237.5,18226.4,us,6701760.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,38,18523.4,18510.2,us,6599010.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,17742.4,17739.2,us,6709250.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,20391.0,20376.0,us,5841020.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,18875.1,18863.5,us,6151640.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17479.9,17477.9,us,6639320.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,38,18377.0,18373.8,us,6648000.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,39,18918.3,18905.7,us,6295300.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17827.0,17823.2,us,6510710.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17356.6,17354.8,us,6686420.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,40,17462.8,17460.7,us,6645850.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,37,17849.8,17848.2,us,7028720.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
5,64,2320794,systematic,0.5156,1.9816,32,19033.2,19031.8,us,7621540.0,,,,,2112,2048,0.787479,1,64,64,3655200.0
