snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
3,64,1289330,systematic,0.4688,1.9079,44,15441.3,15439.6,us,6832560.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,37,17893.9,17880.4,us,7016070.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,40,18206.8,18194.7,us,6377760.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,37,18521.3,18510.0,us,6777420.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,41,17534.1,17525.5,us,6459790.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,35,16846.5,16845.2,us,7872790.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,41,16454.8,16451.6,us,6881460.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,43,16375.7,16372.5,us,6593100.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,41,15984.4,15983.8,us,7082880.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,30,20178.0,20154.9,us,7676640.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,15992.6,15991.5,us,6596770.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,43,17476.7,17462.8,us,6181460.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,16159.2,16157.2,us,6529120.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,16086.2,16085.1,us,6558370.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,16225.5,16216.4,us,6505280.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,39,15993.4,15988.4,us,7443930.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,16107.0,16102.0,us,6551490.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,15845.2,15841.1,us,6659380.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,36,17701.6,17691.9,us,7287770.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,43,17084.8,17065.4,us,6325410.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,41,16543.3,16538.1,us,6845490.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,43,16524.7,16521.1,us,6533800.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,43,16146.9,16144.5,us,6686220.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,45,15803.8,15800.6,us,6528080.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,42,16194.7,16191.6,us,6825490.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,43,18596.7,18567.9,us,5813550.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,42,16345.3,16340.0,us,6763480.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,43,16733.2,16727.2,us,6453280.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,15744.0,15742.4,us,6701140.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
3,64,1289330,systematic,0.4688,1.9079,44,16725.3,16719.3,us,6309610.0,,,,,2112,2048,0.696861,1,64,64,3234590.0
