snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
18,128,4383654,systematic,0.3828,1.9339,34,20486.0,20483.5,us,6664840.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,24212.2,24194.7,us,6188590.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,23884.4,23868.9,us,6273050.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,24320.0,24304.0,us,6160740.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,20622.1,20621.4,us,7260920.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,22432.7,22427.8,us,6676120.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,22184.6,22182.3,us,6750010.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,23437.7,23425.3,us,6391850.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,31,21347.3,21345.0,us,7014800.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,30,22641.3,22635.1,us,6835480.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,32,21103.2,21101.3,us,6874060.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,32,21582.3,21579.0,us,6721880.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
18,128,4383654,systematic,0.3828,1.9339,32,21946.3,21940.9,us,6611010.0,,,,,2176,2048,0.930375,1,128,128,4318480.0
