snip,length,start,method,gc,entropy,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,AllocatedMemory_Bytes,BadCharTable_Bytes,ComparisonsPerChar,Matches,PatternLength,ReverseComplement_Bytes,TotalComparisons
7,64,3352258,systematic,0.5781,1.9691,49,14170.7,14169.6,us,6685260.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,41,16706.1,16695.6,us,6780900.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,43,16132.6,16125.5,us,6694070.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,40,16054.6,16046.9,us,7231370.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,43,14686.5,14684.8,us,7350820.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,42,15245.9,15243.4,us,7250070.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,42,15232.7,15231.5,us,7255740.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,14908.5,14907.6,us,6919150.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,37,16439.7,16437.8,us,7631800.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,14862.6,14860.3,us,6941160.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,14770.9,14770.0,us,6983600.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,14892.8,14890.6,us,6776450.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,15003.8,15002.3,us,6725980.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,15017.7,15015.5,us,6869430.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,48,15144.9,15136.8,us,6388500.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,48,15068.1,15062.2,us,6420130.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,47,15298.2,15291.6,us,6458340.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,15328.7,15320.5,us,6586320.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,47,15234.0,15229.6,us,6484650.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,47,15224.6,15221.4,us,6488130.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,15144.7,15139.3,us,6813240.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,14938.2,14935.2,us,6756240.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,14799.6,14798.2,us,6970280.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,15402.8,15398.6,us,6552920.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,15182.7,15178.6,us,6647870.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,14844.6,14841.8,us,6949830.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,15173.1,15168.5,us,6652320.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,42,15058.0,15053.5,us,7341500.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,48,14588.7,14587.2,us,6629170.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,48,14900.9,14897.6,us,6491040.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,47,14507.5,14506.0,us,6808120.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,41,15172.0,15170.0,us,7462810.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,14682.7,14680.3,us,6873520.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,48,15122.0,15118.7,us,6396110.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,47,15222.0,15218.6,us,6489320.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,46,14913.5,14911.0,us,6767190.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,48,14859.0,14856.0,us,6509230.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
7,64,3352258,systematic,0.5781,1.9691,45,14510.4,14508.7,us,7109390.0,,,,,2112,2048,0.647222,1,64,64,3004180.0
