2025-12-09T12:43:24+00:00
Running ./benchmark_runner
Run on (8 X 443.845 MHz CPU s)
CPU Caches:
  L1 Data 48 KiB (x4)
  L1 Instruction 32 KiB (x4)
  L2 Unified 1280 KiB (x4)
  L3 Unified 10240 KiB (x1)
Load Average: 0.94, 1.44, 1.60
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"AllocatedMemory_Bytes","BadCharTable_Bytes","ChosenAlgorithm","ComparisonsPerChar","LPS_Bytes","MaskTable_Bytes","Matches","PatternLength","ReverseComplement_Bytes","TotalComparisons"
"snip00001 len=64 start=257866 method=systematic gc=0.3906 ent=1.9621/Hybrid",112,5542.17,5541.66,us,7.4785e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00002 len=64 start=773598 method=systematic gc=0.6094 ent=1.9645/Hybrid",115,5611.29,5609.8,us,7.19494e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00003 len=64 start=1289330 method=systematic gc=0.4688 ent=1.9079/Hybrid",120,6098.18,6096.95,us,6.34422e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00004 len=64 start=1805062 method=systematic gc=0.4688 ent=1.9576/Hybrid",94,7374.68,7374.05,us,6.69635e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00005 len=64 start=2320794 method=systematic gc=0.5156 ent=1.9816/Hybrid",103,5725.84,5724.96,us,7.8716e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00006 len=64 start=2836526 method=systematic gc=0.4219 ent=1.9816/Hybrid",121,5536.04,5535.38,us,6.93011e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00007 len=64 start=3352258 method=systematic gc=0.5781 ent=1.9691/Hybrid",109,5961.89,5961.1,us,7.14364e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00008 len=64 start=3867990 method=systematic gc=0.5312 ent=1.9362/Hybrid",117,5587.87,5587.11,us,7.10068e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00009 len=64 start=4383722 method=systematic gc=0.3906 ent=1.9150/Hybrid",120,5558.5,5557.99,us,6.95942e+06,,,,,2112,0,3,2,0,2048,1,64,64,9.2833e+06
"snip00010 len=128 start=257862 method=systematic gc=0.3984 ent=1.9681/Hybrid",33,20343.7,20342.5,us,6.91441e+06,,,,,2176,2048,1,0.879555,0,0,1,128,128,4.08259e+06
"snip00011 len=128 start=773586 method=systematic gc=0.6094 ent=1.9533/Hybrid",34,20091.3,20089.1,us,6.7957e+06,,,,,2176,2048,1,0.875231,0,0,1,128,128,4.06252e+06
"snip00012 len=128 start=1289310 method=systematic gc=0.4453 ent=1.9489/Hybrid",53,12654,12653.3,us,6.92141e+06,,,,,2176,2048,1,0.572553,0,0,1,128,128,2.65759e+06
"snip00013 len=128 start=1805034 method=systematic gc=0.4609 ent=1.9654/Hybrid",37,19317.2,19314.8,us,6.49503e+06,,,,,2176,2048,1,0.838885,0,0,1,128,128,3.89381e+06
"snip00014 len=128 start=2320758 method=systematic gc=0.5312 ent=1.9908/Hybrid",48,15037.4,15035.4,us,6.43158e+06,,,,,2176,2048,1,0.663248,0,0,1,128,128,3.07857e+06
"snip00015 len=128 start=2836482 method=systematic gc=0.5156 ent=1.9957/Hybrid",33,21307.9,21306.8,us,6.60147e+06,,,,,2176,2048,1,0.921394,0,0,1,128,128,4.27679e+06
"snip00016 len=128 start=3352206 method=systematic gc=0.5625 ent=1.9808/Hybrid",33,21780.8,21780.7,us,6.45784e+06,,,,,2176,2048,1,0.937469,0,0,1,128,128,4.3514e+06
"snip00017 len=128 start=3867930 method=systematic gc=0.5625 ent=1.9819/Hybrid",39,17822.9,17821.1,us,6.67842e+06,,,,,2176,2048,1,0.794684,0,0,1,128,128,3.68865e+06
"snip00018 len=128 start=4383654 method=systematic gc=0.3828 ent=1.9339/Hybrid",33,21207.6,21206,us,6.63286e+06,,,,,2176,2048,1,0.930375,0,0,1,128,128,4.31848e+06
"snip00019 len=256 start=257855 method=systematic gc=0.4727 ent=1.9926/Hybrid",35,20876.2,20874.7,us,6.35308e+06,,,,,2304,2048,1,0.878595,0,0,1,256,256,4.07813e+06
"snip00020 len=256 start=773565 method=systematic gc=0.5391 ent=1.9900/Hybrid",37,18633.8,18632.8,us,6.73274e+06,,,,,2304,2048,1,0.809206,0,0,1,256,256,3.75605e+06
"snip00021 len=256 start=1289275 method=systematic gc=0.5039 ent=1.9648/Hybrid",36,18823.8,18822.5,us,6.85005e+06,,,,,2304,2048,1,0.805915,0,0,1,256,256,3.74078e+06
"snip00022 len=256 start=1804985 method=systematic gc=0.4062 ent=1.9732/Hybrid",56,12503.6,12502.6,us,6.62957e+06,,,,,2304,2048,1,0.55617,0,0,1,256,256,2.58155e+06
"snip00023 len=256 start=2320695 method=systematic gc=0.4961 ent=1.9899/Hybrid",35,20328.6,20326.8,us,6.52431e+06,,,,,2304,2048,1,0.872596,0,0,1,256,256,4.05029e+06
"snip00024 len=256 start=2836405 method=systematic gc=0.5664 ent=1.9870/Hybrid",40,17306.3,17303.8,us,6.70611e+06,,,,,2304,2048,1,0.75621,0,0,1,256,256,3.51006e+06
"snip00025 len=256 start=3352115 method=systematic gc=0.5430 ent=1.9941/Hybrid",47,15148.1,15146.9,us,6.52004e+06,,,,,2304,2048,1,0.662546,0,0,1,256,256,3.07531e+06
"snip00026 len=256 start=3867825 method=systematic gc=0.5547 ent=1.9897/Hybrid",35,20419.5,20418,us,6.49518e+06,,,,,2304,2048,1,0.907824,0,0,1,256,256,4.2138e+06
"snip00027 len=256 start=4383535 method=systematic gc=0.4375 ent=1.9744/Hybrid",37,18829.1,18827,us,6.66329e+06,,,,,2304,2048,1,0.807368,0,0,1,256,256,3.74752e+06
"snip00028 len=512 start=257841 method=systematic gc=0.5332 ent=1.9930/Hybrid",35,20063.4,20061.4,us,6.61064e+06,,,,,2560,2048,1,0.884412,0,0,1,512,512,4.10513e+06
"snip00029 len=512 start=773523 method=systematic gc=0.5527 ent=1.9859/Hybrid",37,18643.4,18642.3,us,6.72933e+06,,,,,2560,2048,1,0.841107,0,0,1,512,512,3.90413e+06
"snip00030 len=512 start=1289205 method=systematic gc=0.4961 ent=1.9823/Hybrid",37,18709.4,18706.6,us,6.7062e+06,,,,,2560,2048,1,0.823751,0,0,1,512,512,3.82356e+06
"snip00031 len=512 start=1804887 method=systematic gc=0.4297 ent=1.9840/Hybrid",40,17470.4,17469.6,us,6.64248e+06,,,,,2560,2048,1,0.783854,0,0,1,512,512,3.63838e+06
"snip00032 len=512 start=2320569 method=systematic gc=0.5000 ent=1.9985/Hybrid",37,18486.9,18485,us,6.78659e+06,,,,,2560,2048,1,0.799742,0,0,1,512,512,3.71213e+06
"snip00033 len=512 start=2836251 method=systematic gc=0.5801 ent=1.9798/Hybrid",50,13897,13896.4,us,6.68035e+06,,,,,2560,2048,1,0.604557,0,0,1,512,512,2.80614e+06
"snip00034 len=512 start=3351933 method=systematic gc=0.5117 ent=1.9981/Hybrid",29,24093.6,24091.8,us,6.64362e+06,,,,,2560,2048,1,1.06171,0,0,1,512,512,4.9281e+06
"snip00035 len=512 start=3867615 method=systematic gc=0.5215 ent=1.9950/Hybrid",34,20726.8,20726,us,6.58685e+06,,,,,2560,2048,1,0.960902,0,0,1,512,512,4.46017e+06
"snip00036 len=512 start=4383297 method=systematic gc=0.4824 ent=1.9917/Hybrid",37,19138.7,19137.2,us,6.55531e+06,,,,,2560,2048,1,0.847269,0,0,1,512,512,3.93273e+06
"snip00037 len=1000 start=257814 method=systematic gc=0.5200 ent=1.9986/Hybrid",35,19607.7,19606.8,us,6.76392e+06,,,,,3048,2048,1,0.874119,0,0,1,1000,1000,4.05736e+06
"snip00038 len=1000 start=773442 method=systematic gc=0.5290 ent=1.9914/Hybrid",38,18198.6,18193.8,us,6.71375e+06,,,,,3048,2048,1,0.779216,0,0,1,1000,1000,3.61685e+06
"snip00039 len=1000 start=1289070 method=systematic gc=0.4950 ent=1.9967/Hybrid",39,18334.8,18333.9,us,6.49162e+06,,,,,3048,2048,1,0.794873,0,0,1,1000,1000,3.68952e+06
"snip00040 len=1000 start=1804698 method=systematic gc=0.4460 ent=1.9902/Hybrid",47,14903.6,14901.9,us,6.62727e+06,,,,,3048,2048,1,0.58442,0,0,1,1000,1000,2.71268e+06
"snip00041 len=1000 start=2320326 method=systematic gc=0.4990 ent=1.9992/Hybrid",45,15315,15314,us,6.73554e+06,,,,,3048,2048,1,0.682495,0,0,1,1000,1000,3.1679e+06
"snip00042 len=1000 start=2835954 method=systematic gc=0.5730 ent=1.9835/Hybrid",40,17655.8,17655.2,us,6.57263e+06,,,,,3048,2048,1,0.788317,0,0,1,1000,1000,3.65909e+06
"snip00043 len=1000 start=3351582 method=systematic gc=0.5150 ent=1.9986/Hybrid",34,20640.1,20637.8,us,6.61499e+06,,,,,3048,2048,1,0.91629,0,0,1,1000,1000,4.2531e+06
